component_id,date,component_name,type,language,category,license,author,ecosystem,downloads,stars,forks,contributors,open_issues,closed_issues,pull_requests,merged_prs,dependents,usage_growth,market_share,commits,releases,versions,has_new_release,quality_score,documentation_score,community_score,maturity_score,language_trend,category_trend,ecosystem_health,seasonality,hype_factor,future_downloads_3m,future_downloads_6m,future_downloads_12m,growth_rate_3m,growth_rate_6m,will_grow,downloads_ma3,downloads_ma6,growth_acceleration,momentum_score,relative_popularity
307,2023-12-01,light-tool-1307-utils,Tool,C++,Messaging,EPL-2.0,JetBrains,Maven Central,154,2504,288,3,44,177,13,9,9,-0.015,0.025,67,1,13,1,0.540,0.776,1.000,0.667,0.997,0.986,1.023,0.900,1.000,154,154,154,0.000,0.000,0,172,182,-0.176,-0.238,0.015
308,2022-01-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,120,3206,357,25,37,150,12,8,4818,0.000,0.040,56,0,1,0,0.756,1.000,1.000,0.733,0.975,0.989,0.840,1.000,1.000,215,214,263,0.785,0.782,1,0,0,0.000,0.000,0.012
308,2022-02-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,134,3688,436,25,55,170,17,12,4823,0.117,0.015,72,2,3,1,0.763,1.012,1.000,0.742,0.973,1.002,0.898,1.073,1.000,236,278,287,0.753,1.071,1,0,0,0.000,0.250,0.013
308,2022-03-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,153,3651,377,25,46,171,15,12,4834,0.107,0.049,68,0,3,0,0.775,1.024,1.000,0.750,0.950,0.990,0.994,1.100,1.000,232,183,336,0.513,0.196,1,136,0,0.000,0.306,0.015
308,2022-04-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,215,3721,426,25,56,178,16,14,4871,0.443,0.046,77,0,3,0,0.777,1.034,1.000,0.750,0.968,1.020,0.983,1.073,1.000,214,246,465,-0.002,0.147,1,167,0,0.000,0.938,0.021
308,2022-05-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,236,3684,426,25,54,190,29,24,4917,0.090,0.011,140,3,6,1,0.800,1.042,1.000,0.750,1.005,1.003,0.998,1.000,1.000,278,195,551,0.181,-0.173,0,201,0,0.000,0.231,0.023
308,2022-06-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,232,4194,468,27,60,202,18,13,4970,0.075,0.034,73,0,6,0,0.811,1.047,1.000,0.750,0.997,1.009,1.018,0.900,1.000,183,225,575,-0.209,-0.028,0,227,182,0.000,-0.038,0.023
308,2022-07-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,214,4195,483,27,54,203,30,26,5032,0.080,0.019,142,0,6,0,0.826,1.050,1.000,0.750,0.980,0.986,1.021,0.800,1.000,246,263,750,0.149,0.225,1,227,197,-0.787,-0.175,0.021
308,2022-08-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,278,4153,433,27,52,162,14,10,5098,0.024,0.031,69,0,6,0,0.825,1.049,1.000,0.750,0.957,1.014,1.081,0.727,1.000,195,287,764,-0.300,0.032,0,241,221,-0.572,0.730,0.027
308,2022-09-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,183,4112,498,27,53,202,27,20,5157,-0.060,0.019,130,0,6,0,0.813,1.045,1.000,0.750,0.977,0.981,1.043,0.700,1.000,225,336,561,0.230,0.833,1,225,226,-0.723,-0.774,0.018
308,2022-10-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,246,4071,432,27,51,168,12,10,5206,-0.059,0.026,64,0,6,0,0.806,1.039,1.000,0.750,0.997,0.995,1.084,0.727,1.000,263,465,580,0.066,0.886,1,236,232,0.151,0.823,0.024
308,2022-11-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,195,4030,427,27,56,182,16,13,5255,-0.046,0.051,65,0,6,0,0.819,1.030,1.000,0.750,1.006,1.006,1.025,0.800,1.000,287,551,635,0.474,1.829,1,208,225,-0.481,-0.479,0.019
308,2022-12-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,225,3990,419,27,45,149,14,10,5300,-0.041,0.019,58,2,8,1,0.796,1.019,1.000,0.750,0.962,1.019,1.043,0.900,1.000,336,575,557,0.491,1.554,1,222,224,0.439,0.368,0.022
308,2023-01-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,263,4207,502,26,46,156,10,8,5362,0.165,0.039,48,0,8,0,0.809,1.007,1.000,0.750,0.976,1.009,0.901,1.000,1.000,465,750,263,0.769,1.857,1,228,232,-0.083,0.401,0.026
308,2023-02-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,287,4275,472,26,56,178,12,9,5436,0.094,0.030,57,0,8,0,0.776,0.995,1.000,0.750,0.950,0.980,0.873,1.073,1.000,551,764,287,0.919,1.660,1,258,233,0.774,0.231,0.028
308,2023-03-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,336,4232,468,26,51,178,8,6,5533,0.170,0.058,37,0,8,0,0.789,0.982,1.000,0.750,1.028,1.016,0.962,1.100,1.000,575,561,336,0.712,0.669,1,295,259,0.262,0.429,0.033
308,2023-04-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,465,4190,453,26,41,157,13,11,5689,0.383,0.031,55,0,8,0,0.788,0.971,1.000,0.750,0.974,1.000,0.933,1.073,1.000,750,580,465,0.615,0.249,1,363,295,0.703,1.021,0.044
308,2023-05-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,551,4148,454,26,41,126,13,10,5892,0.187,0.031,51,0,8,0,0.752,0.962,1.000,0.750,1.030,0.983,1.046,1.000,1.000,764,635,551,0.386,0.151,1,451,355,0.445,0.512,0.052
308,2023-06-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,575,4106,458,26,43,142,11,8,6114,0.044,0.019,59,0,8,0,0.780,0.955,1.000,0.750,0.986,1.000,0.984,0.900,1.000,561,557,575,-0.025,-0.032,0,530,413,0.221,0.120,0.054
308,2023-07-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,750,4065,411,26,51,191,19,13,6434,0.304,0.040,79,0,8,0,0.744,0.951,1.000,0.750,1.019,0.992,0.989,0.800,1.000,580,750,750,-0.227,0.000,0,626,494,-0.154,0.874,0.070
308,2023-08-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,764,4290,435,26,45,164,16,13,6778,0.019,0.043,67,0,8,0,0.741,0.950,1.000,0.750,0.979,1.014,1.001,0.727,1.000,635,764,764,-0.169,0.000,0,697,574,-0.533,0.053,0.071
308,2023-09-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,561,4247,425,26,59,220,16,13,7128,-0.029,0.013,74,0,8,0,0.740,0.952,1.000,0.750,1.024,1.008,1.047,0.700,1.000,557,561,561,-0.007,0.000,0,692,611,-0.738,-0.732,0.053
308,2023-10-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,580,4254,448,26,61,209,16,11,7466,-0.067,0.020,76,0,8,0,0.715,0.957,1.000,0.750,1.040,1.010,1.098,0.727,1.000,580,580,580,0.000,0.000,0,635,630,-0.842,0.096,0.055
308,2023-11-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,635,4211,479,26,43,145,16,11,7785,-0.083,0.053,80,0,8,0,0.692,0.965,1.000,0.750,1.009,1.003,1.050,0.800,1.000,635,635,635,0.000,0.000,0,592,644,-0.556,0.263,0.060
308,2023-12-01,micro-database-driver-api,Plugin,JavaScript,Database Driver,GPL-3.0,Amazon,npm,557,4169,427,25,45,175,14,10,8118,0.000,0.017,71,3,11,1,0.683,0.975,1.000,0.750,0.970,0.982,1.023,0.900,1.000,557,557,557,0.000,0.000,0,591,641,0.018,-0.338,0.053
309,2022-01-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,48,54,93,10,12,72,16,12,2565,0.000,0.019,73,0,1,0,0.659,0.216,1.000,0.375,0.993,1.010,0.840,1.000,1.000,79,100,92,0.662,1.091,1,0,0,0.000,0.000,0.005
309,2022-02-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,56,54,87,10,15,60,11,9,2569,0.161,0.028,46,0,1,0,0.665,0.219,1.000,0.383,1.025,1.020,0.898,1.073,1.000,92,93,100,0.659,0.662,1,0,0,0.000,0.298,0.006
309,2022-03-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,67,53,14,10,5,64,13,9,2579,0.215,0.017,46,0,1,0,0.670,0.221,1.000,0.392,0.989,1.030,0.994,1.100,1.000,91,72,110,0.347,0.066,1,57,0,0.000,0.378,0.007
309,2022-04-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,79,53,100,10,14,62,10,7,2596,0.178,0.042,35,3,4,1,0.700,0.223,1.000,0.400,1.023,1.040,0.983,1.073,1.000,100,74,181,0.258,-0.064,0,67,0,0.000,0.339,0.008
309,2022-05-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,92,52,55,10,6,28,8,6,2615,0.063,0.050,39,0,4,0,0.704,0.225,1.000,0.408,1.048,1.050,0.998,1.000,1.000,93,85,204,0.002,-0.085,0,80,0,0.000,0.330,0.009
309,2022-06-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,91,52,72,10,12,56,9,7,2638,0.075,0.036,38,2,6,1,0.695,0.226,1.000,0.417,1.035,1.060,1.018,0.900,1.000,72,88,214,-0.208,-0.027,0,87,72,0.000,-0.041,0.009
309,2022-07-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,100,54,90,10,5,41,10,8,2666,0.100,0.048,50,0,6,0,0.678,0.227,1.000,0.425,1.033,1.070,1.021,0.800,1.000,74,92,236,-0.256,-0.075,0,94,81,-0.404,0.201,0.010
309,2022-08-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,93,54,40,10,10,44,9,7,2691,-0.070,0.039,37,1,7,1,0.713,0.227,1.000,0.433,1.040,1.080,1.081,0.727,1.000,85,100,246,-0.088,0.080,1,94,87,-0.656,-0.138,0.009
309,2022-09-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,72,53,89,10,8,31,23,20,2717,0.014,0.013,104,0,7,0,0.690,0.226,1.000,0.442,0.958,1.090,1.043,0.700,1.000,88,110,224,0.230,0.538,1,88,88,-0.555,-0.422,0.007
309,2022-10-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,74,53,14,10,14,49,13,10,2737,-0.110,0.049,47,1,8,1,0.688,0.224,1.000,0.450,1.022,1.100,1.084,0.727,1.000,92,181,267,0.244,1.446,1,79,87,-0.514,0.064,0.007
309,2022-11-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,85,52,17,10,12,81,13,10,2758,0.010,0.023,51,0,8,0,0.709,0.222,1.000,0.458,0.980,1.110,1.025,0.800,1.000,100,204,231,0.184,1.410,1,77,86,-0.090,0.272,0.008
309,2022-12-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,88,52,10,10,14,45,10,7,2781,0.042,0.051,47,0,8,0,0.723,0.220,1.000,0.467,0.953,1.120,1.043,0.900,1.000,110,214,265,0.251,1.431,1,82,85,0.438,0.082,0.009
309,2023-01-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,92,51,98,10,14,78,11,9,2806,0.046,0.048,51,0,8,0,0.728,0.217,1.000,0.475,1.008,1.010,0.901,1.000,1.000,181,236,92,0.966,1.564,1,88,84,0.500,0.091,0.009
309,2023-02-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,100,51,99,10,5,29,12,9,2836,0.086,0.019,45,0,8,0,0.705,0.215,1.000,0.483,1.024,1.020,0.873,1.073,1.000,204,246,100,1.035,1.459,1,93,85,0.272,0.173,0.010
309,2023-03-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,110,50,104,9,14,68,9,6,2873,0.101,0.052,42,3,11,1,0.674,0.212,1.000,0.492,0.960,1.030,0.962,1.100,1.000,214,224,110,0.943,1.035,1,101,92,0.021,0.206,0.011
309,2023-04-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,181,50,25,9,6,40,8,5,2944,0.514,0.045,44,0,11,0,0.685,0.210,1.000,0.500,1.043,1.040,0.933,1.073,1.000,236,267,181,0.304,0.471,1,131,109,0.723,1.457,0.018
309,2023-05-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,204,50,76,9,5,21,12,9,3036,0.221,0.017,43,0,11,0,0.654,0.208,1.000,0.508,0.982,1.050,1.046,1.000,1.000,246,231,204,0.208,0.135,1,165,129,0.851,0.287,0.020
309,2023-06-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,214,49,37,9,11,46,11,9,3142,0.051,0.045,44,0,11,0,0.650,0.206,1.000,0.517,1.040,1.060,0.984,0.900,1.000,224,265,214,0.047,0.238,1,200,150,0.693,0.119,0.021
309,2023-07-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,236,49,14,9,14,49,11,9,3266,0.104,0.013,35,0,11,0,0.647,0.205,1.000,0.525,0.992,1.070,0.989,0.800,1.000,267,236,236,0.128,0.000,0,218,174,-0.662,0.246,0.023
309,2023-08-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,246,51,99,11,5,37,8,6,3402,0.041,0.055,43,0,11,0,0.665,0.205,1.000,0.533,1.034,1.080,1.001,0.727,1.000,231,246,246,-0.061,0.000,0,232,199,-0.827,0.099,0.024
309,2023-09-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,224,50,66,10,5,61,8,6,3528,-0.089,0.054,37,1,12,1,0.626,0.206,1.000,0.542,1.000,1.090,1.047,0.700,1.000,265,224,224,0.182,0.000,0,236,218,-0.897,-0.210,0.022
309,2023-10-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,267,51,16,12,7,52,8,5,3690,0.189,0.053,41,1,13,1,0.646,0.207,1.000,0.550,1.045,1.100,1.098,0.727,1.000,267,267,267,0.000,0.000,0,246,232,-0.176,0.459,0.026
309,2023-11-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,231,50,55,12,13,78,17,11,3832,-0.133,0.024,66,0,13,0,0.618,0.208,1.000,0.558,1.016,1.110,1.050,0.800,1.000,231,231,231,0.000,0.000,0,241,236,-0.269,-0.315,0.023
309,2023-12-01,simple-framework-1309-core,Framework,C#,Testing,BSD-3-Clause,Open Source Community,NuGet,265,51,63,12,15,93,8,7,3991,0.064,0.037,38,0,13,0,0.623,0.210,1.000,0.567,1.046,1.120,1.023,0.900,1.000,265,265,265,0.000,0.000,0,254,245,0.136,0.356,0.026
310,2022-01-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,42,1018,160,18,19,81,11,9,454,0.000,0.057,37,1,2,1,0.950,0.368,1.000,0.425,1.046,0.999,0.840,1.000,1.000,112,220,399,1.658,4.229,1,0,0,0.000,0.000,0.004
310,2022-02-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,60,1019,189,18,29,125,10,8,455,0.256,0.010,40,0,2,0,0.918,0.373,1.000,0.433,1.043,1.000,0.898,1.073,1.000,146,243,483,1.431,3.034,1,0,0,0.000,0.770,0.006
310,2022-03-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,71,1078,110,17,23,89,13,10,457,0.178,0.025,69,1,3,1,0.947,0.377,1.000,0.442,0.959,0.993,0.994,1.100,1.000,174,263,680,1.450,2.703,1,58,0,0.000,0.331,0.007
310,2022-04-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,112,1297,161,17,14,88,10,7,462,0.476,0.025,50,0,3,0,0.974,0.381,1.000,0.450,1.018,0.994,0.983,1.073,1.000,220,262,893,0.967,1.343,1,81,0,0.000,1.183,0.011
310,2022-05-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,146,1284,152,17,23,98,8,7,471,0.398,0.050,40,0,3,0,1.001,0.384,1.000,0.458,0.955,1.008,0.998,1.000,1.000,243,288,1073,0.659,0.966,1,110,0,0.000,0.670,0.014
310,2022-06-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,174,1271,170,17,29,111,12,10,484,0.269,0.060,46,0,3,0,1.019,0.386,1.000,0.467,1.027,0.993,1.018,0.900,1.000,263,283,1409,0.512,0.627,1,144,101,0.000,0.419,0.017
310,2022-07-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,220,1353,201,17,20,70,9,7,501,0.184,0.041,45,3,6,1,1.003,0.387,1.000,0.475,1.002,0.997,1.021,0.800,1.000,262,399,1574,0.191,0.814,1,180,131,-0.691,0.624,0.022
310,2022-08-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,243,1339,156,17,21,105,13,9,521,0.104,0.036,56,0,6,0,1.018,0.386,1.000,0.483,0.970,1.013,1.081,0.727,1.000,288,483,1862,0.185,0.987,1,212,161,-0.772,0.248,0.024
310,2022-09-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,263,1326,214,17,23,92,24,21,544,0.082,0.032,124,0,6,0,0.995,0.385,1.000,0.492,0.979,0.987,1.043,0.700,1.000,283,680,2156,0.076,1.588,1,242,193,-0.938,0.198,0.026
310,2022-10-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,262,1349,182,17,29,126,8,6,568,-0.003,0.050,43,1,7,1,1.011,0.383,1.000,0.500,0.979,1.005,1.084,0.727,1.000,399,893,2270,0.523,2.409,1,256,218,-0.776,-0.007,0.026
310,2022-11-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,288,1336,218,17,32,116,12,8,596,0.099,0.056,59,3,10,1,0.994,0.379,1.000,0.508,0.979,1.002,1.025,0.800,1.000,483,1073,2465,0.676,2.725,1,271,242,-0.474,0.243,0.028
310,2022-12-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,283,1322,179,17,21,89,10,8,628,0.065,0.024,43,0,10,0,0.996,0.375,1.000,0.517,0.984,0.999,1.043,0.900,1.000,680,1409,2307,1.405,3.982,1,278,260,-0.435,-0.043,0.028
310,2023-01-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,399,1309,156,20,16,64,21,17,673,0.301,0.054,90,0,10,0,1.008,0.371,1.000,0.525,0.973,0.990,0.901,1.000,1.000,893,1574,399,1.238,2.943,1,323,290,0.333,1.070,0.038
310,2023-02-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,483,1296,166,19,17,54,14,12,739,0.312,0.041,62,3,13,1,0.979,0.366,1.000,0.533,0.980,1.003,0.873,1.073,1.000,1073,1862,483,1.223,2.859,1,388,330,0.491,0.561,0.046
310,2023-03-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,680,1283,225,19,21,67,11,8,835,0.299,0.046,59,2,15,1,0.978,0.362,1.000,0.542,0.963,0.999,0.962,1.100,1.000,1409,2156,680,1.072,2.169,1,521,399,1.328,1.160,0.064
310,2023-04-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,893,1270,155,21,13,56,15,13,982,0.313,0.033,60,0,15,0,1.005,0.358,1.000,0.550,0.982,0.995,0.933,1.073,1.000,1574,2270,893,0.762,1.542,1,685,504,0.714,0.925,0.082
310,2023-05-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,1073,1257,203,21,14,84,11,9,1192,0.203,0.057,57,0,15,0,0.957,0.354,1.000,0.558,0.970,0.984,1.046,1.000,1.000,1862,2465,1073,0.736,1.297,1,882,635,0.547,0.609,0.097
310,2023-06-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,1409,1245,203,22,20,105,12,10,1530,0.312,0.057,58,0,15,0,0.975,0.352,1.000,0.567,0.958,1.011,0.984,0.900,1.000,2156,2307,1409,0.530,0.637,1,1125,823,-0.333,0.987,0.124
310,2023-07-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,1574,1232,214,22,14,45,9,6,2016,0.117,0.060,49,0,15,0,0.932,0.350,1.000,0.575,0.952,0.985,0.989,0.800,1.000,2270,1574,1574,0.442,0.000,0,1352,1019,-0.475,0.374,0.136
310,2023-08-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,1862,1319,228,22,32,129,13,11,2778,0.183,0.017,63,0,15,0,0.933,0.350,1.000,0.583,1.006,1.014,1.001,0.727,1.000,2465,1862,1862,0.323,0.000,0,1615,1249,-0.487,0.599,0.157
310,2023-09-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,2156,1306,227,22,24,106,14,10,3998,0.157,0.032,60,0,15,0,0.926,0.351,1.000,0.592,1.024,0.981,1.047,0.700,1.000,2307,2156,2156,0.070,0.000,0,1864,1495,-0.542,0.525,0.177
310,2023-10-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,2270,1377,218,25,31,123,17,15,5847,0.053,0.020,69,0,15,0,0.887,0.353,1.000,0.600,1.014,0.992,1.098,0.727,1.000,2270,2270,2270,0.000,0.000,0,2096,1724,-0.320,0.179,0.185
310,2023-11-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,2465,1378,194,25,13,62,13,11,8792,0.086,0.043,61,0,15,0,0.881,0.355,1.000,0.608,1.034,1.007,1.050,0.800,1.000,2465,2465,2465,0.000,0.000,0,2297,1956,-0.413,0.290,0.198
310,2023-12-01,micro-template-1310-utils,Template,Swift,Build Tool,BSD-3-Clause,Eclipse Foundation,Maven Central,2307,1389,155,28,22,68,17,12,13501,0.062,0.024,66,0,15,0,0.874,0.359,1.000,0.617,0.953,1.004,1.023,0.900,1.000,2307,2307,2307,0.000,0.000,0,2347,2106,-0.459,-0.215,0.187
311,2022-01-01,micro-utilities-client,SDK,JavaScript,Utilities,ISC,Spring,npm,232,3450,414,15,45,175,3,2,1019,0.000,0.020,19,0,1,0,0.754,0.697,1.000,0.750,0.975,0.993,0.840,1.000,1.000,331,401,436,0.427,0.731,1,0,0,0.000,0.000,0.023
311,2022-02-01,micro-utilities-client,SDK,JavaScript,Utilities,ISC,Spring,npm,250,3843,479,15,49,175,2,1,1019,0.077,0.024,11,0,1,0,0.772,0.705,1.000,0.750,0.973,1.000,0.898,1.073,1.000,393,394,479,0.574,0.578,1,0,0,0.000,0.184,0.024
311,2022-03-01,micro-utilities-client,SDK,JavaScript,Utilities,ISC,Spring,npm,269,4130,501,15,57,216,17,12,1019,0.077,0.036,67,0,1,0,0.763,0.713,1.000,0.750,0.950,0.999,0.994,1.100,1.000,403,351,596,0.497,0.306,1,250,0,0.000,0.187,0.026
311,2022-04-01,micro-utilities-client,SDK,JavaScript,Utilities,ISC,Spring,npm,331,4089,498,15,59,183,2,1,1023,0.230,0.025,3,0,1,0,0.784,0.720,1.000,0.750,0.968,0.986,0.983,1.073,1.000,401,318,715,0.213,-0.039,0,283,0,0.000,0.580,0.032
311,2022-05-01,micro-utilities-client,SDK,JavaScript,Utilities,ISC,Spring,npm,393,5060,548,15,60,189,16,13,1030,0.187,0.034,68,0,1,0,0.785,0.726,1.000,0.750,1.005,1.002,0.998,1.000,1.000,394,402,850,0.003,0.024,0,331,0,0.000,0.487,0.038
311,2022-06-01,micro-utilities-client,SDK,JavaScript,Utilities,ISC,Spring,npm,403,5009,530,15,50,185,2,1,1037,0.025,0.021,10,2,3,1,0.805,0.730,1.000,0.750,0.997,1.002,1.018,0.900,1.000,351,350,953,-0.128,-0.131,0,375,313,0.000,0.065,0.039
311,2022-07-01,micro-utilities-client,SDK,JavaScript,Utilities,ISC,Spring,npm,401,4959,534,14,60,214,1,0,1044,-0.003,0.043,5,0,3,0,0.801,0.731,1.000,0.750,0.980,1.012,1.021,0.800,1.000,318,436,1065,-0.208,0.086,1,399,341,-0.213,-0.008,0.039
311,2022-08-01,micro-utilities-client,SDK,JavaScript,Utilities,ISC,Spring,npm,394,4909,566,17,66,216,5,4,1051,-0.018,0.026,14,0,3,0,0.797,0.731,1.000,0.750,0.957,1.010,1.081,0.727,1.000,402,479,1026,0.021,0.217,1,399,365,-0.570,-0.048,0.038
311,2022-09-01,micro-utilities-client,SDK,JavaScript,Utilities,ISC,Spring,npm,351,4860,531,17,55,175,10,7,1056,-0.108,0.052,47,0,3,0,0.831,0.728,1.000,0.750,0.977,0.980,1.043,0.700,1.000,350,596,698,-0.004,0.698,1,382,379,-0.625,-0.276,0.034
311,2022-10-01,micro-utilities-client,SDK,JavaScript,Utilities,ISC,Spring,npm,318,5050,579,17,59,180,6,5,1063,0.144,0.049,19,0,3,0,0.835,0.724,1.000,0.750,0.997,1.008,1.084,0.727,1.000,436,715,886,0.370,1.249,1,354,377,-0.421,-0.237,0.031
311,2022-11-01,micro-utilities-client,SDK,JavaScript,Utilities,ISC,Spring,npm,402,4999,544,17,63,212,12,10,1070,0.001,0.025,40,0,3,0,0.842,0.717,1.000,0.750,1.006,0.982,1.025,0.800,1.000,479,850,807,0.192,1.114,1,357,378,0.017,0.688,0.039
311,2022-12-01,micro-utilities-client,SDK,JavaScript,Utilities,ISC,Spring,npm,350,4949,531,17,50,186,4,2,1077,-0.029,0.029,14,2,5,1,0.821,0.710,1.000,0.750,0.962,0.992,1.043,0.900,1.000,596,953,838,0.705,1.726,1,357,369,0.123,-0.331,0.034
311,2023-01-01,micro-utilities-client,SDK,JavaScript,Utilities,ISC,Spring,npm,436,4900,547,17,55,201,6,4,1086,0.116,0.059,30,1,6,1,0.812,0.701,1.000,0.750,0.976,1.017,0.901,1.000,1.000,715,1065,436,0.641,1.445,1,396,375,0.578,0.650,0.042
