component_id,component_name,type,language,category,license,author,ecosystem,status,created_at,initial_quality,documentation_quality,has_website,has_examples,has_tutorials,has_ci,has_tests,contributors,forks,open_issues,closed_issues,dependencies,dependents
318,mini-build-tool-client,Starter,Python,Build Tool,MPL-2.0,Red Hat,PyPI,Experimental,2016-12-16,0.821,0.270,0,0,1,1,1,9,242,26,228,32,119
319,super-messaging-core,Plugin,Go,Messaging,BSD-3-Clause,Apache Software Foundation,Go Modules,Legacy,2023-05-16,0.941,0.317,0,1,0,0,0,49,72,71,494,7,3799
320,micro-plugin-1320-client,Plugin,Go,Web Framework,BSD-3-Clause,Apache Software Foundation,Go Modules,Active,2018-12-16,0.824,0.837,0,1,1,1,0,16,786,8,458,46,3450
321,template-1321,Template,Kotlin,Messaging,LGPL-2.1,JetBrains,Maven Central,Deprecated,2023-01-16,0.915,0.680,0,1,1,1,1,16,36,61,93,21,4756
322,mini-documentation-api,API,JavaScript,Documentation,BSD-3-Clause,Facebook,npm,Legacy,2018-10-16,0.934,0.637,0,1,0,0,0,28,163,66,227,11,3440
323,fast-sdk-1323,SDK,PHP,Logging,AGPL-3.0,Apache Software Foundation,Maven Central,Experimental,2016-05-16,0.774,0.475,1,0,0,1,1,17,695,16,496,31,4728
324,plugin-1324,Plugin,Kotlin,Testing,EPL-2.0,Individual Contributors,Maven Central,Active,2022-03-16,0.873,0.773,1,0,0,1,1,5,482,2,163,17,4323
325,tool-1325-spring-boot-starter,Tool,Rust,Messaging,Apache-2.0,Red Hat,Crates.io,Legacy,2016-06-16,0.616,0.591,0,0,0,0,1,43,136,40,36,46,44
326,super-sdk-1326-spring-boot-starter,SDK,Ruby,Caching,AGPL-3.0,Individual Contributors,RubyGems,Experimental,2017-11-16,0.608,0.514,1,0,1,1,1,37,464,42,458,49,4554
327,mini-library-1327-api,Library,C++,Machine Learning,Unlicense,Open Source Community,Maven Central,Deprecated,2019-02-16,0.671,0.731,1,0,0,0,0,20,352,39,437,41,3498
328,library-1328-spring-boot-starter,Library,C#,Caching,Apache-2.0,VMware,NuGet,Stable,2016-04-16,0.949,0.557,0,0,1,1,0,32,210,32,413,47,2356
329,easy-tool-1329,Tool,TypeScript,Documentation,Apache-2.0,Spring,npm,Stable,2022-05-16,0.912,0.989,0,0,1,1,1,13,603,7,398,40,1243
330,awesome-framework-1330-spring-boot-starter,Framework,Ruby,Security,Apache-2.0,Facebook,RubyGems,Experimental,2023-09-16,0.681,0.504,0,0,1,1,1,23,79,70,96,36,4955
331,simple-ui-components-spring-boot-starter,API,C++,UI Components,Apache-2.0,Open Source Community,Maven Central,Maintained,2018-04-16,0.754,0.624,1,0,0,1,1,13,122,57,80,3,2288
332,light-plugin-1332-spring-boot-starter,Plugin,Ruby,Caching,BSD-3-Clause,Eclipse Foundation,RubyGems,Experimental,2021-10-16,0.959,0.403,0,0,1,1,0,25,984,74,369,22,1887
333,super-library-1333,Library,Go,Utilities,ISC,Microsoft,Go Modules,Legacy,2017-11-16,0.905,0.715,1,0,1,0,1,1,52,23,483,16,2540
334,easy-documentation-spring-boot-starter,Framework,Ruby,Documentation,MIT,University Research,RubyGems,Deprecated,2021-05-16,0.701,0.596,1,1,1,1,1,30,566,97,482,26,3213
335,light-big-data,Tool,Java,Big Data,Apache-2.0,University Research,Maven Central,Maintained,2017-10-16,0.559,0.453,0,1,0,0,1,37,998,28,185,37,3108
336,simple-middleware-1336-lib,Middleware,Scala,Serialization,AGPL-3.0,Open Source Community,Maven Central,Stable,2018-08-16,0.942,0.535,0,0,0,1,1,39,119,28,138,37,407
337,micro-tool-1337-core,Tool,Java,Networking,AGPL-3.0,Individual Contributors,Maven Central,Maintained,2020-03-16,0.966,0.741,0,1,1,1,1,30,309,83,440,26,2673
338,super-middleware-1338-utils,Middleware,Ruby,Build Tool,LGPL-2.1,VMware,RubyGems,Deprecated,2022-06-16,0.711,0.613,1,1,0,1,1,36,645,80,75,45,2399
339,mini-starter-1339,Starter,Ruby,Security,Unlicense,Microsoft,RubyGems,Legacy,2018-06-16,0.704,0.695,1,0,0,0,0,39,466,75,428,11,613
340,awesome-driver-1340-lib,Driver,Scala,Networking,LGPL-2.1,Apache Software Foundation,Maven Central,Active,2021-02-16,0.589,0.659,0,0,0,0,0,30,67,82,402,6,2702
341,mini-template-1341-core,Template,Rust,Build Tool,EPL-2.0,Individual Contributors,Crates.io,Experimental,2021-08-16,0.777,0.288,0,0,0,1,1,45,658,31,31,23,537
342,simple-middleware-1342-spring-boot-starter,Middleware,Go,Security,LGPL-2.1,Apache Software Foundation,Go Modules,Stable,2022-06-16,0.931,1.000,1,1,1,1,1,36,915,49,231,17,3019
343,simple-tool-1343-core,Tool,Rust,Big Data,Unlicense,Spring,Crates.io,Stable,2018-08-16,0.706,1.000,0,0,1,0,1,13,170,72,328,49,34
344,awesome-template-1344-lib,Template,Python,Code Analysis,EPL-2.0,Spring,PyPI,Maintained,2022-04-16,0.882,0.309,0,0,1,1,1,14,626,24,183,26,4417
345,awesome-api-1345-spring-boot-starter,API,Scala,Big Data,AGPL-3.0,Microsoft,Maven Central,Active,2018-11-16,0.697,0.822,1,1,0,0,0,13,39,42,447,1,3315
346,easy-api-1346-utils,API,JavaScript,Utilities,Unlicense,Apache Software Foundation,npm,Legacy,2020-08-16,0.686,0.426,0,1,0,0,0,28,38,4,6,41,2485
347,micro-plugin-1347-spring-boot-starter,Plugin,Kotlin,Serialization,AGPL-3.0,University Research,Maven Central,Experimental,2018-09-16,0.800,0.388,0,0,1,1,1,45,498,9,389,15,3740
348,awesome-database-driver-client,Tool,Kotlin,Database Driver,LGPL-2.1,University Research,Maven Central,Legacy,2022-03-16,0.532,0.629,1,0,1,0,0,42,784,42,340,32,4794
349,super-framework-1349-api,Framework,JavaScript,Testing,MIT,Amazon,npm,Active,2019-02-16,0.737,0.359,1,1,0,0,0,2,930,33,248,24,1891
350,micro-machine-learning-api,Driver,Java,Machine Learning,EPL-2.0,JetBrains,Maven Central,Experimental,2016-04-16,0.733,0.299,1,0,0,1,1,8,531,53,114,36,105
351,light-driver-1351-api,Driver,JavaScript,Code Analysis,Unlicense,Open Source Community,npm,Legacy,2020-01-16,0.727,0.564,0,1,0,0,0,19,309,44,404,0,3121
352,mini-starter-1352-api,Starter,Kotlin,Database Driver,MPL-2.0,Red Hat,Maven Central,Stable,2023-01-16,0.741,1.000,1,0,1,1,1,42,985,2,396,21,1357
353,super-tool-1353-spring-boot-starter,Tool,PHP,UI Components,MIT,University Research,Maven Central,Maintained,2017-04-16,0.556,0.934,0,1,0,0,1,19,555,10,192,30,1508
354,awesome-documentation-utils,Middleware,JavaScript,Documentation,EPL-2.0,Spring,npm,Experimental,2016-12-16,0.844,0.539,1,0,0,0,1,25,101,28,383,34,4250
355,simple-ui-components,Template,Java,UI Components,EPL-2.0,Red Hat,Maven Central,Experimental,2023-03-16,0.570,0.226,0,0,0,0,1,28,146,71,387,20,977
356,fast-middleware-1356-client,Middleware,Rust,Web Framework,MIT,University Research,Crates.io,Active,2022-08-16,0.559,0.531,1,0,0,0,1,35,359,12,58,16,1248
357,simple-framework-1357,Framework,JavaScript,Networking,GPL-3.0,Google,npm,Deprecated,2019-12-16,0.648,0.278,0,1,1,1,0,4,441,63,259,36,3952
358,tool-1358-lib,Tool,Scala,Build Tool,MIT,Red Hat,Maven Central,Active,2017-05-16,0.638,0.547,1,0,1,1,1,29,522,20,354,44,2712
359,easy-build-tool,Framework,Go,Build Tool,MIT,Amazon,Go Modules,Maintained,2016-12-16,0.792,0.619,0,0,0,1,0,47,31,39,168,42,3249
360,light-plugin-1360-utils,Plugin,Swift,Web Framework,MPL-2.0,Google,Maven Central,Legacy,2024-02-16,0.635,0.951,1,1,0,0,0,39,940,39,19,24,2969
361,easy-plugin-1361-lib,Plugin,JavaScript,Logging,MPL-2.0,Spring,npm,Active,2020-09-16,0.798,0.428,0,0,0,1,1,33,125,77,29,8,755
362,simple-caching-core,SDK,Kotlin,Caching,ISC,Open Source Community,Maven Central,Experimental,2017-03-16,0.670,0.142,0,0,0,1,1,5,590,57,293,25,3156
363,mini-framework-1363-spring-boot-starter,Framework,Scala,Database Driver,LGPL-2.1,University Research,Maven Central,Deprecated,2018-11-16,0.589,0.645,0,1,1,1,0,1,323,38,178,46,2015
364,super-ui-components-spring-boot-starter,API,C#,UI Components,Unlicense,Facebook,NuGet,Active,2017-12-16,0.837,0.842,0,1,1,0,0,49,663,6,403,15,2673
365,simple-sdk-1365,SDK,JavaScript,Testing,BSD-3-Clause,Google,npm,Deprecated,2023-08-16,0.683,0.844,0,0,1,1,1,20,544,87,57,7,1317
366,light-template-1366,Template,Ruby,UI Components,LGPL-2.1,Amazon,RubyGems,Stable,2022-02-16,0.723,0.965,1,1,1,0,1,57,592,10,29,14,607
367,fast-plugin-1367-lib,Plugin,PHP,Database Driver,AGPL-3.0,VMware,Maven Central,Legacy,2021-02-16,0.772,0.688,0,1,0,0,0,30,221,71,136,39,4044
368,super-ui-components-api,Starter,Ruby,UI Components,GPL-3.0,Google,RubyGems,Active,2023-06-16,0.829,0.421,0,0,0,1,1,48,569,66,367,21,3457
369,tool-1369-lib,Tool,PHP,Serialization,AGPL-3.0,Red Hat,Maven Central,Active,2016-10-16,0.690,0.982,0,1,1,1,1,21,131,58,292,3,1908
370,middleware-1370-api,Middleware,JavaScript,Serialization,GPL-3.0,Eclipse Foundation,npm,Maintained,2016-03-16,0.519,0.625,0,1,1,0,0,29,421,9,280,46,4672
371,light-library-1371,Library,Scala,Networking,BSD-3-Clause,Individual Contributors,Maven Central,Active,2016-11-16,0.847,0.700,1,1,1,0,1,44,312,87,47,9,3008
372,awesome-plugin-1372-lib,Plugin,Java,Code Analysis,MPL-2.0,Individual Contributors,Maven Central,Experimental,2016-08-16,0.862,0.486,0,0,0,1,1,32,929,24,347,18,1650
373,simple-networking-client,API,TypeScript,Networking,LGPL-2.1,Google,npm,Maintained,2017-12-16,0.831,0.712,0,1,0,1,0,22,477,0,415,35,1776
374,mini-framework-1374,Framework,JavaScript,Documentation,LGPL-2.1,VMware,npm,Deprecated,2019-08-16,0.895,0.590,0,0,0,1,0,10,198,27,164,39,686
375,easy-plugin-1375-core,Plugin,Rust,Web Framework,Apache-2.0,Individual Contributors,Crates.io,Maintained,2023-11-16,0.983,0.610,0,0,1,1,0,8,498,77,92,7,810
376,fast-api-1376-api,API,Rust,Logging,ISC,Facebook,Crates.io,Experimental,2019-07-16,0.621,0.747,0,0,0,1,1,11,4,98,259,43,3109
377,simple-messaging-spring-boot-starter,Framework,Java,Messaging,Unlicense,Open Source Community,Maven Central,Maintained,2023-06-16,0.848,0.734,0,1,1,0,1,7,568,86,163,24,902
378,fast-big-data-lib,Library,Swift,Big Data,MIT,JetBrains,Maven Central,Experimental,2016-06-16,0.522,0.437,0,0,1,0,1,26,83,49,135,27,2943
379,mini-template-1379-core,Template,PHP,Logging,ISC,Microsoft,Maven Central,Active,2023-09-16,0.752,0.906,0,1,1,1,0,2,415,60,36,40,2869
380,easy-driver-1380-client,Driver,Swift,Utilities,Apache-2.0,Spring,Maven Central,Maintained,2023-12-16,0.696,0.826,1,1,1,0,1,6,274,17,376,47,612
381,tool-1381-lib,Tool,Ruby,Utilities,ISC,Eclipse Foundation,RubyGems,Active,2018-03-16,0.503,0.737,1,1,0,1,1,47,782,41,31,31,703
382,awesome-sdk-1382-spring-boot-starter,SDK,Kotlin,Database Driver,MPL-2.0,Amazon,Maven Central,Active,2017-01-16,0.616,0.663,1,1,1,0,1,5,281,72,128,31,667
383,super-framework-1383-core,Framework,C++,Documentation,GPL-3.0,Eclipse Foundation,Maven Central,Experimental,2020-12-16,0.714,0.607,0,0,1,0,1,34,62,3,83,47,3059
384,simple-web-framework-utils,SDK,C++,Web Framework,BSD-3-Clause,Individual Contributors,Maven Central,Maintained,2017-10-16,0.523,0.752,0,1,0,0,1,41,994,76,465,48,1372
385,mini-library-1385,Library,Java,Machine Learning,ISC,JetBrains,Maven Central,Maintained,2016-04-16,0.755,0.526,0,1,0,1,1,50,655,8,101,41,2698
386,light-plugin-1386-api,Plugin,Swift,Documentation,MIT,Open Source Community,Maven Central,Stable,2020-10-16,0.931,0.589,1,0,1,1,1,32,363,68,255,36,4257
387,light-starter-1387,Starter,Python,Serialization,AGPL-3.0,Individual Contributors,PyPI,Active,2018-08-16,0.822,0.361,0,0,0,0,1,25,480,98,456,13,4796
388,micro-messaging-spring-boot-starter,SDK,Scala,Messaging,LGPL-2.1,Spring,Maven Central,Legacy,2018-06-16,0.771,0.588,0,0,0,0,1,43,900,44,3,3,4576
389,light-plugin-1389-client,Plugin,Ruby,Caching,Apache-2.0,Eclipse Foundation,RubyGems,Stable,2021-08-16,0.819,0.687,0,0,0,1,0,57,461,61,300,9,4505
390,light-logging-client,Tool,Go,Logging,EPL-2.0,Google,Go Modules,Maintained,2022-02-16,0.982,0.818,0,0,1,1,0,25,681,87,429,20,3796
391,super-middleware-1391-spring-boot-starter,Middleware,Go,Testing,Unlicense,Spring,Go Modules,Stable,2019-03-16,0.616,1.000,0,1,0,0,1,17,128,36,179,22,4624
392,micro-plugin-1392-spring-boot-starter,Plugin,PHP,Database Driver,MPL-2.0,Open Source Community,Maven Central,Experimental,2020-12-16,0.537,0.734,0,0,1,1,1,7,508,22,457,41,2018
393,micro-testing,Tool,Java,Testing,BSD-3-Clause,Microsoft,Maven Central,Deprecated,2021-08-16,0.856,0.431,0,0,0,1,1,41,228,35,340,24,1676
394,micro-library-1394-utils,Library,Scala,Messaging,GPL-3.0,Eclipse Foundation,Maven Central,Maintained,2019-12-16,0.963,0.789,0,1,0,0,1,5,793,19,484,33,1491
395,simple-driver-1395,Driver,Swift,Utilities,EPL-2.0,Apache Software Foundation,Maven Central,Maintained,2023-12-16,0.841,0.380,0,0,0,1,0,14,26,80,168,1,386
396,mini-build-tool-lib,Plugin,Swift,Build Tool,ISC,Amazon,Maven Central,Active,2020-11-16,0.955,0.863,0,1,1,0,1,30,0,72,185,21,79
397,awesome-starter-1397,Starter,TypeScript,Machine Learning,BSD-3-Clause,Facebook,npm,Active,2020-02-16,0.977,0.967,0,1,0,1,1,10,865,71,7,6,3621
398,light-tool-1398-core,Tool,C++,Caching,GPL-3.0,Red Hat,Maven Central,Maintained,2023-08-16,0.590,0.552,1,0,0,1,1,48,912,59,353,17,4975
399,super-library-1399-utils,Library,TypeScript,UI Components,EPL-2.0,Open Source Community,npm,Legacy,2023-10-16,0.617,0.589,0,1,0,0,0,27,818,2,224,21,99
400,micro-api-1400-utils,API,JavaScript,Testing,ISC,Google,npm,Active,2020-03-16,0.935,0.947,0,1,0,0,1,8,296,21,219,23,4490
401,simple-tool-1401-client,Tool,C#,Security,MIT,University Research,NuGet,Legacy,2023-12-16,0.988,0.989,0,1,1,0,1,41,576,6,380,17,4396
402,super-code-analysis-core,Library,Ruby,Code Analysis,MPL-2.0,University Research,RubyGems,Deprecated,2021-07-16,0.788,0.675,0,1,1,0,1,31,611,48,386,12,2278
403,simple-sdk-1403-spring-boot-starter,SDK,Ruby,Utilities,EPL-2.0,Individual Contributors,RubyGems,Legacy,2021-07-16,0.962,0.757,0,1,1,0,0,30,522,26,271,41,1856
404,super-tool-1404-client,Tool,Java,Messaging,EPL-2.0,VMware,Maven Central,Active,2020-05-16,0.520,0.608,0,1,0,0,1,10,231,65,296,5,1130
405,fast-sdk-1405-spring-boot-starter,SDK,TypeScript,Messaging,MPL-2.0,University Research,npm,Legacy,2023-12-16,0.815,0.831,1,0,0,0,0,36,670,20,168,27,4036
406,simple-starter-1406-utils,Starter,Scala,Documentation,MIT,Eclipse Foundation,Maven Central,Maintained,2019-09-16,0.792,0.527,0,1,0,1,1,28,704,24,235,9,1476
407,fast-middleware-1407-api,Middleware,TypeScript,UI Components,AGPL-3.0,VMware,npm,Maintained,2023-06-16,0.960,0.572,0,0,0,0,1,23,218,47,302,6,2094
408,simple-starter-1408-core,Starter,Swift,Messaging,BSD-3-Clause,University Research,Maven Central,Active,2019-09-16,0.939,0.742,0,1,1,0,1,45,607,82,236,41,4917
409,simple-tool-1409-core,Tool,Python,Big Data,MIT,JetBrains,PyPI,Legacy,2022-08-16,0.829,0.659,0,0,1,0,0,49,442,30,206,13,1582
410,micro-tool-1410-client,Tool,Go,UI Components,BSD-3-Clause,JetBrains,Go Modules,Stable,2023-11-16,0.963,1.000,0,1,1,1,0,14,391,12,292,41,2527
411,awesome-starter-1411-utils,Starter,Swift,Testing,EPL-2.0,Google,Maven Central,Stable,2020-05-16,0.811,0.634,0,0,1,1,1,38,739,54,116,32,1516
412,simple-sdk-1412-client,SDK,TypeScript,Utilities,BSD-3-Clause,Amazon,npm,Experimental,2020-02-16,0.965,0.516,0,0,1,1,1,44,923,12,482,40,3348
413,template-1413-lib,Template,Ruby,Security,Apache-2.0,University Research,RubyGems,Experimental,2023-09-16,0.629,0.416,0,0,1,0,0,19,170,57,270,24,4225
414,easy-driver-1414-core,Driver,Swift,Logging,BSD-3-Clause,VMware,Maven Central,Deprecated,2021-06-16,0.937,0.513,0,1,1,1,1,42,909,21,139,13,2289
415,micro-api-1415-spring-boot-starter,API,Scala,Messaging,MIT,Google,Maven Central,Experimental,2022-07-16,0.743,0.791,1,0,1,0,1,13,582,12,305,32,710
416,easy-plugin-1416-api,Plugin,C#,Networking,BSD-3-Clause,VMware,NuGet,Active,2023-05-16,0.543,0.797,1,0,1,1,1,2,372,83,406,11,2213
417,micro-sdk-1417-core,SDK,TypeScript,Serialization,LGPL-2.1,Google,npm,Active,2023-07-16,0.804,0.604,0,0,1,0,0,10,401,69,12,28,1026
418,super-logging-lib,Framework,Rust,Logging,GPL-3.0,Microsoft,Crates.io,Active,2020-03-16,0.920,0.335,0,1,1,1,0,8,385,34,328,19,3017
419,simple-driver-1419-api,Driver,Kotlin,Machine Learning,LGPL-2.1,Individual Contributors,Maven Central,Maintained,2017-10-16,0.571,0.898,1,0,1,1,1,14,176,19,297,26,3262
420,light-driver-1420-api,Driver,Scala,Serialization,MPL-2.0,Eclipse Foundation,Maven Central,Maintained,2018-03-16,0.723,0.872,1,1,1,1,0,6,339,7,484,36,445
421,fast-database-driver-lib,Plugin,Kotlin,Database Driver,EPL-2.0,JetBrains,Maven Central,Active,2022-11-16,0.516,0.515,0,1,0,0,0,33,382,46,13,20,986
422,easy-template-1422-spring-boot-starter,Template,Java,Big Data,BSD-3-Clause,Microsoft,Maven Central,Legacy,2017-09-16,0.801,0.816,1,0,0,0,0,11,668,32,391,41,409
423,micro-sdk-1423,SDK,Ruby,Messaging,AGPL-3.0,Apache Software Foundation,RubyGems,Active,2022-03-16,0.835,0.479,1,1,0,0,1,1,79,7,141,26,2574
424,tool-1424-client,Tool,Python,Web Framework,ISC,Apache Software Foundation,PyPI,Maintained,2016-03-16,0.929,0.737,0,1,0,1,1,24,553,67,36,27,3550
425,serialization-utils,Template,Ruby,Serialization,AGPL-3.0,Open Source Community,RubyGems,Maintained,2016-11-16,0.857,0.760,1,0,0,1,0,24,613,47,136,1,2795
426,light-tool-1426-utils,Tool,Scala,Serialization,BSD-3-Clause,Open Source Community,Maven Central,Active,2023-03-16,0.874,0.573,1,0,0,0,1,48,982,8,314,5,4527
427,testing-utils,Tool,JavaScript,Testing,ISC,Spring,npm,Experimental,2021-08-16,0.710,0.624,1,0,0,1,0,39,392,70,6,35,3199
428,simple-sdk-1428-api,SDK,Kotlin,Documentation,AGPL-3.0,Open Source Community,Maven Central,Legacy,2021-05-16,0.973,0.832,1,1,0,0,0,33,481,40,409,17,1440
429,super-library-1429-api,Library,Rust,Code Analysis,GPL-3.0,University Research,Crates.io,Deprecated,2019-06-16,0.567,0.657,0,1,0,1,0,1,125,47,253,37,2029
430,fast-starter-1430-spring-boot-starter,Starter,Kotlin,Serialization,MPL-2.0,Individual Contributors,Maven Central,Deprecated,2018-12-16,0.841,0.603,0,0,0,1,1,4,386,0,242,25,352
431,fast-database-driver-client,Template,TypeScript,Database Driver,MIT,Apache Software Foundation,npm,Legacy,2020-10-16,0.538,0.661,0,1,1,0,1,5,854,37,367,2,1527
432,easy-sdk-1432-lib,SDK,C#,Testing,AGPL-3.0,Red Hat,NuGet,Legacy,2021-01-16,0.870,0.618,0,1,0,0,1,3,484,74,327,47,4241
433,awesome-template-1433-spring-boot-starter,Template,Kotlin,Logging,MIT,Microsoft,Maven Central,Stable,2016-05-16,0.600,0.890,0,1,1,1,1,31,395,82,168,6,4624
434,light-tool-1434-core,Tool,Ruby,Messaging,GPL-3.0,Microsoft,RubyGems,Active,2022-11-16,0.807,0.381,0,1,1,0,0,45,456,87,26,5,1129
435,simple-networking-utils,Starter,Swift,Networking,LGPL-2.1,Apache Software Foundation,Maven Central,Maintained,2023-06-16,0.600,0.996,1,0,0,1,1,38,345,28,22,36,1685
436,light-driver-1436,Driver,Swift,UI Components,BSD-3-Clause,Red Hat,Maven Central,Maintained,2020-07-16,0.864,0.345,0,1,0,1,1,32,3,2,261,28,224
437,mini-serialization-utils,API,Scala,Serialization,EPL-2.0,Red Hat,Maven Central,Stable,2024-02-16,0.801,0.725,0,1,1,0,0,45,105,92,367,2,2630
438,awesome-framework-1438-utils,Framework,Rust,Database Driver,LGPL-2.1,Spring,Crates.io,Deprecated,2017-03-16,0.821,0.758,0,0,0,0,1,6,599,79,419,23,4051
439,easy-driver-1439-spring-boot-starter,Driver,Scala,Testing,MIT,Eclipse Foundation,Maven Central,Deprecated,2019-09-16,0.884,0.221,1,0,0,1,1,7,530,37,286,40,3219
440,api-1440-api,API,TypeScript,Messaging,Unlicense,University Research,npm,Legacy,2023-04-16,0.554,0.723,0,1,0,0,0,40,933,80,452,18,1289
441,awesome-tool-1441-client,Tool,Rust,UI Components,Unlicense,Google,Crates.io,Maintained,2019-01-16,0.999,0.482,0,1,0,1,1,38,388,31,445,48,395
442,ui-components-core,Template,Java,UI Components,BSD-3-Clause,Open Source Community,Maven Central,Legacy,2021-12-16,0.705,0.344,0,1,0,0,1,16,220,99,224,47,3603
443,super-framework-1443-client,Framework,Kotlin,Build Tool,AGPL-3.0,Eclipse Foundation,Maven Central,Maintained,2021-12-16,0.573,0.691,1,1,0,0,1,36,353,40,54,48,1771
444,fast-plugin-1444-spring-boot-starter,Plugin,Kotlin,Networking,AGPL-3.0,University Research,Maven Central,Experimental,2022-03-16,0.757,0.556,0,0,1,0,1,44,726,42,41,23,3703
445,mini-framework-1445,Framework,Ruby,Database Driver,EPL-2.0,Spring,RubyGems,Deprecated,2021-06-16,0.709,0.545,0,1,1,0,1,5,553,6,374,40,3819
446,simple-big-data-spring-boot-starter,Starter,Go,Big Data,Unlicense,Apache Software Foundation,Go Modules,Deprecated,2017-12-16,0.897,0.330,1,1,0,0,1,1,630,68,290,9,3813
447,mini-starter-1447-core,Starter,JavaScript,Networking,Apache-2.0,University Research,npm,Legacy,2019-02-16,0.632,0.481,0,1,0,0,0,30,667,83,493,46,1976
448,easy-framework-1448-lib,Framework,Java,Database Driver,GPL-3.0,Spring,Maven Central,Active,2022-08-16,0.695,0.451,1,0,1,1,1,42,846,16,316,40,3320
449,mini-api-1449-core,API,Go,Security,MPL-2.0,Spring,Go Modules,Legacy,2020-03-16,0.798,0.816,1,1,0,0,0,10,279,49,249,18,4161
450,fast-middleware-1450-core,Middleware,Python,Big Data,Apache-2.0,Amazon,PyPI,Deprecated,2018-01-16,0.695,0.251,0,0,0,1,1,29,559,10,295,8,264
451,fast-library-1451,Library,C#,Web Framework,EPL-2.0,VMware,NuGet,Deprecated,2019-11-16,0.709,0.371,0,1,1,1,1,1,281,21,442,39,2024
452,super-serialization,Driver,TypeScript,Serialization,ISC,VMware,npm,Experimental,2018-11-16,0.536,0.338,1,0,0,0,1,25,267,56,91,5,2221
453,easy-starter-1453,Starter,C++,Utilities,EPL-2.0,Amazon,Maven Central,Active,2018-11-16,0.782,0.512,0,0,1,1,1,2,871,52,477,17,3083
454,micro-testing-lib,Template,C#,Testing,BSD-3-Clause,Eclipse Foundation,NuGet,Active,2016-05-16,0.993,0.897,0,0,0,0,1,29,762,52,456,22,4815
455,micro-caching-core,Library,Kotlin,Caching,BSD-3-Clause,Open Source Community,Maven Central,Maintained,2019-07-16,0.915,0.326,0,0,1,0,0,11,816,90,156,34,4709
456,database-driver,Library,PHP,Database Driver,Apache-2.0,Amazon,Maven Central,Legacy,2018-08-16,0.743,0.931,0,1,0,0,0,13,662,28,193,41,1240
457,simple-starter-1457,Starter,Scala,UI Components,AGPL-3.0,Apache Software Foundation,Maven Central,Deprecated,2023-04-16,0.611,0.761,1,0,0,0,0,5,750,31,255,49,3340
458,easy-api-1458,API,Go,Machine Learning,AGPL-3.0,Google,Go Modules,Experimental,2017-11-16,0.558,0.687,0,0,0,1,0,3,188,43,491,32,3838
459,simple-driver-1459,Driver,Swift,Logging,EPL-2.0,JetBrains,Maven Central,Legacy,2018-01-16,0.741,0.945,1,0,0,0,1,49,878,92,80,0,4297
460,mini-testing-utils,SDK,Java,Testing,AGPL-3.0,Eclipse Foundation,Maven Central,Stable,2021-04-16,0.980,0.975,0,1,0,0,0,20,145,17,469,31,4067
461,super-template-1461-utils,Template,Java,Documentation,ISC,University Research,Maven Central,Deprecated,2017-04-16,0.844,0.435,1,1,1,0,1,19,168,66,35,48,3999
462,super-plugin-1462-lib,Plugin,TypeScript,Web Framework,Apache-2.0,Apache Software Foundation,npm,Active,2023-09-16,0.807,0.347,1,1,1,1,1,19,13,32,66,11,650
463,starter-1463-lib,Starter,Rust,Messaging,BSD-3-Clause,University Research,Crates.io,Legacy,2023-11-16,0.800,0.893,0,0,1,0,0,9,826,49,75,31,1032
464,fast-messaging-utils,Template,Go,Messaging,Unlicense,Individual Contributors,Go Modules,Stable,2021-06-16,0.786,0.800,0,1,1,0,0,51,852,16,285,28,4295
465,fast-sdk-1465-spring-boot-starter,SDK,Ruby,Serialization,EPL-2.0,JetBrains,RubyGems,Deprecated,2019-01-16,0.929,0.382,0,1,1,1,1,3,504,61,489,17,1449
466,awesome-api-1466-spring-boot-starter,API,JavaScript,Serialization,MIT,University Research,npm,Maintained,2020-01-16,0.825,0.943,0,0,1,1,1,31,161,99,125,11,1210
467,awesome-template-1467-lib,Template,Python,Messaging,Apache-2.0,Microsoft,PyPI,Active,2019-07-16,0.552,0.721,0,1,0,1,0,17,211,72,152,18,2551
468,driver-1468-api,Driver,Java,Logging,BSD-3-Clause,University Research,Maven Central,Active,2018-05-16,0.784,0.390,0,1,1,1,0,35,42,23,167,39,3084
469,awesome-template-1469-core,Template,Ruby,Networking,LGPL-2.1,Facebook,RubyGems,Active,2018-03-16,0.711,0.304,0,1,0,1,1,49,810,28,353,45,4029
470,database-driver,Template,Ruby,Database Driver,MIT,Spring,RubyGems,Maintained,2018-07-16,0.539,0.998,0,1,1,0,1,39,808,47,107,24,1013
471,fast-tool-1471-spring-boot-starter,Tool,Ruby,Machine Learning,AGPL-3.0,Microsoft,RubyGems,Deprecated,2017-04-16,0.787,0.727,0,0,0,1,1,16,310,28,479,10,2401
472,super-framework-1472-api,Framework,TypeScript,Database Driver,EPL-2.0,JetBrains,npm,Legacy,2020-05-16,0.664,0.973,0,0,0,0,1,49,82,91,372,22,3452
473,light-library-1473,Library,JavaScript,Networking,Unlicense,Red Hat,npm,Deprecated,2021-01-16,0.772,0.502,1,0,1,0,1,6,839,27,12,32,4241
474,awesome-messaging-lib,Framework,Swift,Messaging,AGPL-3.0,Facebook,Maven Central,Active,2020-06-16,0.687,0.888,1,0,0,1,1,26,335,31,230,30,4115
475,easy-plugin-1475-lib,Plugin,Scala,Networking,EPL-2.0,Eclipse Foundation,Maven Central,Legacy,2023-11-16,0.521,0.730,0,1,1,0,1,7,377,40,117,49,1557
